Joao Miyao,Luis Pinto,W,Choke f. omoplata,US No Gi Nat.,64KG,F,2015
Joao Miyao,Luis Pinto,W,Points,American Nat.,64KG,SF,2015
Joao Miyao,David Herndon,W,"<a href=""/?p=6332"">Choke from back</a>",NY Summer Open,64KG,F,2015
Joao Miyao,Luis Pantoja,W,"<a href=""/?p=3592"">Triangle</a>",NY No Gi Open,64KG,F,2015
Joao Miyao,Jose Alvarez,W,Points,Austin Open,70KG,SF,2015
Joao Miyao,Gabriel Martins,W,"<a href=""/?p=6332"">Choke from back</a>",Austin Open,70KG,F,2015
Joao Miyao,Luis Ninja Pinto,W,"<a href=""/?p=6332"">Choke from back</a>",LV Summer Open,64KG,F,2015
Joao Miyao,Julian Marquez,W,Points,LV Summer Open,ABS,1/4F,2015
Joao Miyao,Kim Terra,W,Referee Decision,LV Summer Open,ABS,SF,2015
Joao Miyao,Carlos Farias,W,"Pts: 0x0, Adv",LV Summer Open,ABS,F,2015
Joao Miyao,Mike Main,W,"<a href=""/?p=4302"">RNC</a>",EBI 4,65KG,R1,2015
Joao Miyao,Geoff Real,W,"<a href=""/?p=4302"">RNC</a>",EBI 4,65KG,1/4F,2015
Joao Miyao,Gabriel Moraes,W,Points,Santa Cruz Pro,70KG,F,2015
Joao Miyao,Geo Martinez,W,Pts: 4x2,GT Open,ABS,SPF,2015
Joao Miyao,Julio Cordova,W,Points,GT Open,76KG,SF,2015
Joao Miyao,Joseph Best,W,"<a href=""/?p=4302"">RNC</a>",NoGi Pan Ams,64KG,SF,2015
Joao Miyao,Mark Ramos,W,"<a href=""/?p=4302"">RNC</a>",NoGi Pan Ams,64KG,F,2015
Joao Miyao,Rafael Freitas,W,Pts: 2x0,Grand Slam LA,62KG,SF,2015
Joao Miyao,Joao Somalia,W,"<a href=""/?p=6332"">Choke from back</a>",Grand Slam LA,62KG,F,2015
Joao Miyao,Mark Ramos,W,"<a href=""/?p=4488"">Toe hold</a>",NoGi Worlds,64KG,1/4F,2015
Joao Miyao,Thomas Lisboa,W,Pts: 6x4,NoGi Worlds,64KG,SF,2015
Joao Miyao,Samir Chantre,W,Pts: 6x4,NoGi Worlds,64KG,F,2015
Joao Miyao,Rodnei Barbosa,W,"Pts: 0x0, Adv",Grand Slam - Rio,62KG,R1,2015
Joao Miyao,Pedro Azevedo,W,Pts: 14x0,Grand Slam - Rio,62KG,1/8F,2015
Joao Miyao,Rodnei Junior,W,"<a href=""/?p=6332"">Choke from back</a>",Grand Slam - Rio,62KG,1/4F,2015
Joao Miyao,Jorge Nakamura,W,Pts: 4x0,Grand Slam - Rio,62KG,SF,2015
Joao Miyao,Tsuyoshi Tamaki,W,"<a href=""/?p=6332"">Choke from back</a>",European Open,64KG,1/4F,2016
Joao Miyao,Gabriel Wilcox,W,"<a href=""/?p=6332"">Choke from back</a>",European Open,64KG,SF,2016
Joao Miyao,Tsuyoshi Tamaki,W,"<a href=""/?p=6332"">Choke from back</a>",Pan American,64KG,1/4F,2016
Joao Miyao,Vitor Paschoal,W,"<a href=""/?p=6332"">Choke from back</a>",Pan American,64KG,SF,2016
Joao Miyao,Gabriel Moraes,W,Pts: 2x0,Pan American,64KG,F,2016
Joao Miyao,Yukinori Sasa,D,---,Polaris 3,70KG,SPF,2016
Joao Miyao,Thomas Costa,W,"<a href=""/?p=6332"">Choke from back</a>",NY Spring Open,64KG,SF,2016
Joao Miyao,Tadashi Takashima,W,"<a href=""/?p=6332"">Choke from back</a>",NY Spring Open,64KG,F,2016
Joao Miyao,Rodnei Barbosa,W,Pts: 4x2,World Pro,62KG,1/4F,2016
Joao Miyao,Wellington Lima,W,Choke,World Pro,62KG,SF,2016
Joao Miyao,Jeffrey Cummings,W,N/A,Atlanta BJJ Pro,70KG,1/4F,2016
Joao Miyao,Nicollas Welker,W,N/A,Atlanta BJJ Pro,70KG,SF,2016
Joao Miyao,Bruno Frazatto,W,Points,Atlanta BJJ Pro,70KG,F,2016
Joao Miyao,Tomoyuki Hashimoto,W,Points,World Champ.,57KG,R1,2016
Joao Miyao,Lucas Pinheiro,W,"Pts: 2x2, Adv",World Champ.,57KG,1/4F,2016
Joao Miyao,Bruno Braz,W,"<a href=""/?p=5463"">Armbar</a>",NY Summer Open,64KG,F,2016
Joao Miyao,Mayko Borges,W,Pts: 8x2,Ch. Summer Open,64KG,SF,2016
Joao Miyao,Anthony Ferro,W,"<a href=""/?p=4272"">Brabo choke</a>",Ch. Summer Open,64KG,F,2016
Joao Miyao,Ben Pitchford,W,Pts: 21x0,Chicago NoGi SO,67KG,SF,2016
Joao Miyao,Bruce Guevara,W,Pts: 9x0,Chicago NoGi SO,67KG,F,2016
Joao Miyao,Joseph Conery,W,Kneebar,Boston SIO,64KG,F,2016
Joao Miyao,A. Aldiuncin,W,Pts: 5x0,Grand Slam - LA,62KG,SF,2016
Joao Miyao,Arthur Molina,W,Pts: 12x4,G. Slam NG - LA,67KG,SF,2016
Joao Miyao,Alexis Barragan,W,Pts: 36x0,NoGi Worlds,62KG,1/4F,2016
Joao Miyao,Rene Lopez,W,DQ,NoGi Worlds,62KG,SF,2016
Paulo Miyao,Diogo Sampaio,L,Pts: 4x2,Copa Podio,88KG,SF,2013
Paulo Miyao,Rafael Mendes,L,Pts: 3x0,European,70KG,F,2014
Paulo Miyao,Lucas Lepri,L,Referee Decision,Brasileiro,ABS,1/4F,2014
Paulo Miyao,Thiago Barreto,L,"Pts: 0x0, Adv",World Pro.,64KG,1/4F,2014
Paulo Miyao,Guilherme Mendes,L,Adv,World Champ.,64KG,F,2014
Paulo Miyao,Alexandre Souza,L,"Pts: 0x0, Adv",Floripa BB II,ABS,SPF,2014
Paulo Miyao,Claudio Calasans,L,"Pts: 2x2, Adv",Mundial CBJJE,ABS,SF,2014
Paulo Miyao,Renato Cardoso,L,Pts: 3x0,Camp. Internacional,ABS,F,2014
Paulo Miyao,Osvaldo Moizinho,L,Referee Decision,IBJJF Pro League,70KG,F,2014
Paulo Miyao,Jose Thiago,L,"<a href=""/?p=5463"">Armbar</a>",Brazil Nat. Pro,65KG,F,2015
Paulo Miyao,Osvaldo Moizinho,L,"Pts: 8x8, Adv",NoGi Worlds,70KG,SF,2015
Paulo Miyao,Marcio Andre,L,Referee Decision,European Open,70KG,F,2016
Paulo Miyao,Marcio Andre,L,"Pts: 0x0, Adv",World Pro,69KG,F,2016
Paulo Miyao,Marcos Tinoco,L,"Pts: 0x0, Adv",NY Summer Open,ABS,SF,2016
Paulo Miyao,Jon Fitch,D,---,World Expo,ABS,SPF,2013
Paulo Miyao,Manny Diaz,W,Pts: 2x0,Copa Podio,88KG,GP,2013
Paulo Miyao,Jaime Canuto,D,---,Copa Podio,88KG,GP,2013
Paulo Miyao,Renato Cardoso,W,"<a href=""/?p=6332"">Choke from back</a>",Copa Podio,88KG,GP,2013
Paulo Miyao,Travis Stevens,W,"Pts: 2x2, Adv",Copa Podio,88KG,3PLC,2013
Paulo Miyao,Claudio Mattos,W,Adv,Brasileiro CBJJE,NA,NA,2013
Paulo Miyao,João Rafael,W,DQ,Brasileiro CBJJE,NA,NA,2013
Paulo Miyao,Thiago Rodrigues,W,"<a href=""/?p=6332"">Choke from back</a>",Brasileiro CBJJE,NA,NA,2013
Paulo Miyao,Augusto Galdez,W,"<a href=""/?p=6332"">Choke from back</a>",Brasileiro CBJJE,NA,NA,2013
Paulo Miyao,Daisuke Amazon,W,Pts: 24x0,Bull Terrier,70KG,F,2013
Paulo Miyao,Nicolas Welker,W,Pts: 4x0,World Pro Trial,70KG,SF,2014
Paulo Miyao,Fernando Vieira,W,Adv,World Pro Trial,70KG,F,2014
Paulo Miyao,S. Franceschini,W,Clock choke,European,70KG,SF,2014
Paulo Miyao,John Nam,W,"<a href=""/?p=5463"">Armbar</a>",Pan American,64KG,1/4F,2014
Paulo Miyao,Vitor Paschoal,W,"<a href=""/?p=6332"">Choke from back</a>",Pan American,64KG,SF,2014
Paulo Miyao,Andre Simoes,W,"<a href=""/?p=6332"">Choke from back</a>",Brasileiro,ABS,R1,2014
Paulo Miyao,Alexandre Ceconi,W,"Pts: 2x2, Adv",Brasileiro,ABS,R1,2014
Paulo Miyao,David Lemes,W,"<a href=""/?p=6332"">Choke from back</a>",Brasileiro,70KG,SF,2014
Paulo Miyao,Leo Saggioro,W,Pts: 4x0,Brasileiro,70KG,F,2014
Paulo Miyao,Tomoya Yanagisawa,W,"<a href=""/?p=6332"">Choke from back</a>",World Champ.,64KG,RDS,2014
Paulo Miyao,Dai Yoshioka,W,Adv,World Champ.,64KG,1/4F,2014
Paulo Miyao,Gabriel Moraes,W,Points,World Champ.,64KG,SF,2014
Paulo Miyao,Leo Saggioro,W,Pts: 8x0,Rio Open,70KG,F,2014
Paulo Miyao,Isaque Paiva,W,Points,SP Open,70kg,F,2014
Paulo Miyao,Ricardo Lima,W,Clock choke,Sul Brasil.,ABS,1/4F,2014
Paulo Miyao,Gustavo Almeida,W,"<a href=""/?p=3592"">Triangle</a>",Sul Brasil.,ABS,SF,2014
Paulo Miyao,Jurandir Vieira,W,"<a href=""/?p=6332"">Choke from back</a>",Sul Brasil.,ABS,F,2014
Paulo Miyao,Manoel Oliveira,W,Referee Decision,Mundial CBJJE,ABS,R1,2014
Paulo Miyao,Alan Regis,W,"Pts: 2x2, Adv",Mundial CBJJE,ABS,1/4F,2014
Paulo Miyao,Koji Shibamoto,W,Pts: 14x2,IBJJF Pro League,70KG,SF,2014
Paulo Miyao,Leonardo Saggioro,W,Referee Decision,Rio BJJ Pro,70KG,F,2014
Paulo Miyao,Leonardo Saggioro,W,Pts: 4x2,South American,70KG,F,2014
Paulo Miyao,Jorge Nakamura,W,"<a href=""/?p=4977"">Kimura</a>",Brazil Nat. Pro,65KG,1/4F,2015
Paulo Miyao,Jackson Favero,W,"<a href=""/?p=6332"">Choke from back</a>",Brazil Nat. Pro,65KG,SF,2015
Paulo Miyao,Luis Lopes,W,Calf slicer,European,64KG,1/4F,2015
Paulo Miyao,Thomas Lisboa,W,Pts: 11x0,European,64KG,SF,2015
Paulo Miyao,Luiz Felipe,W,Pts: 6x4,All Star Pro,65KG,F,2015
Paulo Miyao,Rafael Barbosa,W,Pts: 10x6,All Star Pro,ABS,F,2015
Paulo Miyao,Yoshihiko Matsumoto,W,"<a href=""/?p=6332"">Choke from back</a>",Pan American,64KG,1/4F,2015
Paulo Miyao,Joao Somalia,W,"<a href=""/?p=5463"">Armbar</a>",Pan American,64KG,SF,2015
Paulo Miyao,Rafael Pereira,W,Points,Chicago Spring,76KG,F,2015
Paulo Miyao,Andre Monteiro,W,Points,NY Spring Open,70KG,SF,2015
Paulo Miyao,Gianni Grippo,W,Adv,NY Spring Open,70KG,F,2015
Paulo Miyao,Onefre Lima,W,Pts: 23x0,Brasileiro,70KG,1/4F,2015
Paulo Miyao,Victor Matos,W,Pts: 10x0,Brasileiro,70KG,SF,2015
Paulo Miyao,Isaque Paiva,W,Pts: 8x6,Brasileiro,70KG,F,2015
Paulo Miyao,Gianni Grippo,W,Pts: 9x2,Boston Spring Open,70KG,F,2015
Paulo Miyao,Tom Barlow,W,Pts: 3x0,Las Vegas Open,70KG,SF,2015
Paulo Miyao,Eduardo Ramos,W,"Pts: 4x4, Adv",Las Vegas Open,70KG,F,2015
Paulo Miyao,Victor Paschoal,W,"<a href=""/?p=6332"">Choke from back</a>",World Champ.,64KG,1/4F,2015
Paulo Miyao,Kim Terra,W,Pts: 8x2,World Champ.,64KG,SF,2015
Paulo Miyao,Daniel Beleza,W,"<a href=""/?p=6332"">Choke from back</a>",World Champ.,64KG,F,2015
Paulo Miyao,Luiz Teixeira,W,Pts: 6x4,BJJ Tour,ABS,F,2015
Paulo Miyao,Rafael Barbosa,W,Pts: 10x6,BJJ Tour,88KG,F,2015
Paulo Miyao,Wanki Chae,W,Pts: 8x4,US No Gi Nat.,70KG,F,2015
Paulo Miyao,Jerold Shapiro,W,"<a href=""/?p=6332"">Choke from back</a>",American Nat.,70KG,1/4F,2015
Paulo Miyao,Kim Terra,W,Points,American Nat.,70KG,SF,2015
Paulo Miyao,Samir Chantre,W,"<a href=""/?p=6332"">Choke from back</a>",American Nat.,70KG,F,2015
Paulo Miyao,Joao Ferreira,W,Pts: 10x2,NY Summer Open,76KG,F,2015
Paulo Miyao,Sidemar Honorio,W,"<a href=""/?p=5463"">Armbar</a>",NY No Gi Open,70KG,F,2015
Paulo Miyao,Travis Orr,W,Points,Austin Open,76KG,SF,2015
Paulo Miyao,Thiago Macedo,W,Pts: 4x2,Austin Open,76KG,F,2015
Paulo Miyao,D. Drzymkowski,W,"<a href=""/?p=6332"">Choke from back</a>",Chicago S. Open,76KG,SF,2015
Paulo Miyao,Diego Bispo,W,"<a href=""/?p=6332"">Choke from back</a>",Chicago S. Open,76KG,F,2015
Paulo Miyao,Steven Patterson,W,Pts: 6x0,Chicago S. Open,ABS,F,2015
Paulo Miyao,Diego Bispo,W,Calf slicer,Chicago No Gi,76KG,F,2015
Paulo Miyao,Ichitaro Tsukada,W,"<a href=""/?p=6332"">Choke from back</a>",Grand Slam Tokyo,69KG,1/4F,2015
Paulo Miyao,Charles Gaspar,W,Pts: 4x0,Grand Slam Tokyo,69KG,SF,2015
Paulo Miyao,Tiago Bravo,W,Pts: 8x2,Grand Slam Tokyo,69KG,F,2015
Paulo Miyao,Fabio Caloi,W,Points,Brazil Nat. Pro,69KG,1/4F,2015
Paulo Miyao,Unknown,W,"<a href=""/?p=4455"">Omoplata</a>",Brazil Nat. Pro,69KG,SF,2015
Paulo Miyao,Rodrigo Cardoso,W,"<a href=""/?p=6332"">Choke from back</a>",Brazil Nat. Pro,69KG,F,2015
Paulo Miyao,Caio Gregorio,W,Pts: 10x0,Brazil Nat. Pro,U77KG,1/4F,2015
Paulo Miyao,Felipe Cesar,W,Points,Brazil Nat. Pro,U77KG,SF,2015
Paulo Miyao,Gabriel Rollo,W,Pts: 4x2,Brazil Nat. Pro,U77KG,F,2015
Paulo Miyao,Edson Oliveira,W,"<a href=""/?p=3592"">Triangle</a>",NoGi Pan Ams,70KG,SF,2015
Paulo Miyao,Gianni Grippo,W,Referee Decision,NoGi Pan Ams,70KG,F,2015
Paulo Miyao,Matthew Magana,W,Pts: 13x0,Grand Slam LA,69KG,1/4F,2015
Paulo Miyao,Osvaldo Moizinho,W,Pts: 6x4,Grand Slam LA,69KG,SF,2015
Paulo Miyao,Samir Chantre,W,Pts: 5x0,Grand Slam LA,69KG,F,2015
Paulo Miyao,Thiago Macedo,W,Pts: 4x0,NoGi Worlds,70KG,1/8F,2015
Paulo Miyao,Wilson Reis,W,Pts: 6x4,NoGi Worlds,70KG,1/4F,2015
Paulo Miyao,Samir Chantre,W,Referee Decision,Berkut 2,ABS,SPF,2015
Paulo Miyao,Roberto Junot,W,"<a href=""/?p=6332"">Choke from back</a>",Grand Slam - Rio,69KG,1/8F,2015
Paulo Miyao,Raphael Cadena,W,"Pts: 6x6, Adv",Grand Slam - Rio,69KG,1/4F,2015
Paulo Miyao,Fernando Vieira,W,"Pts: 8x8, Adv",Grand Slam - Rio,69KG,F,2015
Paulo Miyao,Masahiro Iwasaki,W,Pts: 5x0,European Open,70KG,1/4F,2016
Paulo Miyao,Brian Mahecha,W,"<a href=""/?p=6332"">Choke from back</a>",European Open,70KG,SF,2016
Paulo Miyao,Jordan Gomez,W,"<a href=""/?p=6332"">Choke from back</a>",Pan American,70KG,1/8F,2016
Paulo Miyao,Jon Van Buren,W,Pts: 15x2,Pan American,70KG,1/4F,2016
Paulo Miyao,Bruno Frazatto,W,Pts: 4x2,Pan American,70KG,SF,2016
Paulo Miyao,Osvaldo Moizinho,W,"Pts: 6x6, Adv",Pan American,70KG,F,2016
Paulo Miyao,Joel Burgess,W,"<a href=""/?p=6332"">Choke from back</a>",NY Spring Open,70KG,SF,2016
Paulo Miyao,Isaac Doederlein,W,Pts: 3x0,NY Spring Open,70KG,F,2016
Paulo Miyao,Vitor Matos,W,"<a href=""/?p=6332"">Choke from back</a>",World Pro,69KG,R1,2016
Paulo Miyao,Brian Mahecha,W,Points,World Pro,69KG,1/4F,2016
Paulo Miyao,Tiago Bravo,W,"<a href=""/?p=6332"">Choke from back</a>",World Pro,69KG,SF,2016
Paulo Miyao,Bruno Fonseca,W,"<a href=""/?p=6332"">Choke from back</a>",Brasileiro,70KG,1/8F,2016
Paulo Miyao,Leon Amancio,W,Points,Brasileiro,70KG,1/4F,2016
Paulo Miyao,Fabio Caloi,W,Pts: 10x4,Brasileiro,70KG,SF,2016
Paulo Miyao,Isaque Paiva,W,Pts: 10x4,Brasileiro,70KG,F,2016
Paulo Miyao,Paulo Santana,W,"<a href=""/?p=6332"">Choke from back</a>",World Champ.,64KG,R2,2016
Paulo Miyao,Takuto Kako,W,Pts: 24x0,World Champ.,64KG,1/4F,2016
Paulo Miyao,Isaac Doederlein,W,Pts: 4x0,World Champ.,64KG,SF,2016
Paulo Miyao,Ary Farias,W,Pts: 4x2,World Champ.,64KG,F,2016
Paulo Miyao,Felipe Brito,W,"<a href=""/?p=5463"">Armbar</a>",BH Open,70KG,F,2016
Paulo Miyao,Felipe Brito,W,Pts: 12x0,BH No-Gi Open,70KG,F,2016
Paulo Miyao,Rene Lopez,W,"<a href=""/?p=6332"">Choke from back</a>",American Nats,70KG,1/4F,2016
Paulo Miyao,Orlando Machado,W,N/A,American Nats,70KG,SF,2016
Paulo Miyao,Thiago Macedo,W,N/A,American Nats,70KG,F,2016
Paulo Miyao,Felipe Simoes,W,"<a href=""/?p=6332"">Choke from back</a>",NY Summer Open,70KG,SF,2016
Paulo Miyao,H. Song,W,"<a href=""/?p=5463"">Armbar</a>",Grand Slam - LA,69KG,1/4F,2016
Paulo Miyao,Felipe Simplicio,W,"<a href=""/?p=5463"">Armbar</a>",Grand Slam - LA,69KG,SF,2016
Paulo Miyao,Isaac Doederlein,W,Pts: 2x0,Grand Slam - LA,69KG,F,2016
Paulo Miyao,J. Clopton,W,N/A,G. Slam NG - LA,67KG,SF,2016
Fernando Vieira,Paulo Miyao,L,Adv,World Pro Trial,70KG,F,2014
Fernando Vieira,Victor Silverio,D,N/A,Copa Podio,77KG,GP,2014
Fernando Vieira,Gilbert Burns,L,Pts: 2x0,Copa Podio,77KG,GP,2014
Fernando Vieira,Paulo Miyao,L,"Pts: 8x8, Adv",Grand Slam - Rio,69KG,F,2015
Fernando Vieira,V. Silva,L,Submission,Grand Slam - Rio,ABS,R1,2015
Fernando Vieira,Bibiano Fernandes,W,Pts: 4x2,World Champ.,64KG,F,2004
Fernando Vieira,Gilson Nunes,W,Points,Amazon Meeting,70KG,SPF,2011
Fernando Vieira,Gabriel Wilcox,W,Pts: 4x0,World Pro.,64KG,1/4F,2012
Fernando Vieira,Bruno Lopes,W,Choke,World Pro.,64KG,SF,2012
Fernando Vieira,Thiago Barreto,W,Adv,World Pro.,64KG,F,2012
Fernando Vieira,Elton Tadeu,W,Submission,World Pro Trial,70KG,SF,2014
Fernando Vieira,M. Andre,W,Pts: 6x2,Copa Podio,77KG,GP,2014
Fernando Vieira,Gianni Grippo,D,---,Copa Podio,77KG,GP,2014
Fernando Vieira,Laercio Barbosa,W,Choke,Grand Slam - Rio,69KG,1/8F,2015
Fernando Vieira,Victor Morais,W,"<a href=""/?p=6332"">Bow and arrow</a>",Grand Slam - Rio,69KG,1/4F,2015
Fernando Vieira,Isaque Paiva,W,Pts: 11x4,Grand Slam - Rio,69KG,SF,2015
Cassio Cardoso,Carlos Elias,W,"<a href=""/?p=5463"">Armbar</a>",LINJJI,82KG,F,1983
Cassio Cardoso,Carlos Elias,W,"<a href=""/?p=3592"">Triangle</a>",LINJJI,82KG,F,1984
Cassio Cardoso,Carlos Machado,W,Points,LINJJI,82KG,SF,1984
Cassio Cardoso,Rigan Machado,W,Points,LINJJI,ABS,F,1984
Cassio Cardoso,Marcelo Behring,W,Points,Vansport Cup,78KG,F,1985
Cassio Cardoso,Carlos Machado,W,Points,III Copa Company,78KG,F,1986
Cassio Cardoso,Marcelo Behring,W,Points,Desafio MB vs CC,ABS,SPF,1988
Gerardi Rinaldi,Alexandre Ribeiro,L,Pts: 3x0,ADCC,99KG,F,2009
Gerardi Rinaldi,Vinny Magalhaes,L,Pts: 3x0,ADCC,O99KG,SF,2011
Gerardi Rinaldi,Roberto Abreu,L,Kneebar,ADCC,O99KG,3PLC,2011
Gerardi Rinaldi,Yoshiyuki Nakamura,W,N/A,ADCC,99KG,R1,2009
Gerardi Rinaldi,Tomasz Szczerek,W,Anaconda,ADCC,99KG,1/4F,2009
Gerardi Rinaldi,Glover Teixeira,W,Points,ADCC,99KG,SF,2009
Gerardi Rinaldi,Mick Wilson,W,Pts: 3x0,ADCC,O99KG,R1,2011
Gerardi Rinaldi,Janne-Pekka,W,Pts: 7x0,ADCC,O99KG,1/4F,2011
Lucas Lepri,Celso Vinicius,L,Pts: 4x0,Pan American,76KG,F,2008
Lucas Lepri,Celso Vinicius,L,Pts: 2x0,World Champ.,76KG,F,2008
Lucas Lepri,Daniel Moraes,L,"Pts: 0x0, Adv",NoGi Worlds,79KG,F,2008
Lucas Lepri,Gilbert Burns,L,Points,World Champ.,76KG,R1,2009
Lucas Lepri,JT Torres,L,Points,Brasileiro,76KG,SF,2010
Lucas Lepri,Celso Vinicius,L,Referee Decision,World Champ.,76KG,SF,2010
Lucas Lepri,Gilbert Burns,L,"Pts: 2x2, Adv",World Champ.,76KG,1/4F,2011
Lucas Lepri,Leandro Lo,L,Pts: 2x0,Pan American,82KG,R1,2012
Lucas Lepri,Rodrigo Caporal,L,Pts: 2x0,World Pro.,76KG,R2,2012
Lucas Lepri,Roberto Satoshi,L,Pts: 2x0,World Pro.,76KG,F,2012
Lucas Lepri,Leandro Lo,L,Pts: 2x0,World Champ.,76KG,F,2012
Lucas Lepri,Leandro Lo,L,"Pts: 0x0, Adv",IBJJF Pro League,82KG,F,2012
Lucas Lepri,Leandro Lo,L,"Pts: 0x0, Adv",World Pro,76KG,F,2013
Lucas Lepri,Leandro Lo,L,Adv,World Champ.,76KG,SF,2013
Lucas Lepri,JT Torres,L,Pts: 2x0,ADCC,77KG,1/4F,2013
Lucas Lepri,Vitor Oliveira,L,Pts: 4x2,Atlanta Open,82KG,F,2013
