Opponent,W/L,Method,Competition,Weight,Stage,Year
Rodrigo Cavaca,W,Pts: 11x8,Brasileiro,ABS,F,2016
Jose Jr.,W,Choke from back,Curitiba Open,100KG,SF,2016
Felipe Bueno,W,Pts: 4x0,World Champ.,ABS,R2,2016
Luiz Panza,W,Pts: 8x8, Adv,World Champ.,ABS,1/8F,2016
Romulo Barral,W,Pts: 11x2,World Champ.,ABS,1/4F,2016
Bernardo Faria,W,Armbar,World Champ.,ABS,SF,2016
Alex Aparecido,W,Pts: 6x2,BH Open,100KG,F,2016
Igor Marques,W,Armbar,BH Open,ABS,F,2016
Romulo Azevedo,W,RNC,BH No-Gi Open,ABS,F,2016
Grimaldo Oliveira,W,Kneebar,BH No-Gi Open,97KG,F,2016
Ruan Oliveira,W,Flying triangle,SP BJJ Pro,94KG,F,2016
Claudio Calasans,D,---,Copa Podio,86KG,GP,2016
Diego Borges,W,Botinha,Copa Podio,86KG,GP,2016
Dan Borovic,W,Kneebar,Copa Podio,86KG,GP,2016
John Combs,W,Mounted triangle,Copa Podio,86KG,GP,2016
Nicholas Meregali,W,Kneebar,Copa Podio,86KG,SF,2016
Andre Rudolfo,W,Shoulder lock,Rio Winter Open,100KG,SF,2016
Jose Junior,W,Choke,Rio Winter Open,100KG,F,2016
Victor Bonfim,W,Submission,Rio Winter Open,ABS,SF,2016
Unknown,W,Kneebar,Rio Winter Open,ABS,NA,2016
Patrick Gaudio,W,Kneebar,Rio Winter Open,ABS,F,2016
A. Bilarov,W,Referee Decision,Berkut 3,ABS,SPF,2016
Murilo Santana,W,Pts: 6x0,G. Slam NG - LA,92KG,F,2016
Unknown,W,Submission,Sao Paulo Open,100KG,1/4F,2016
Fernando Reis,W,Referee Decision,Sao Paulo Open,100KG,SF,2016
Guilherme Augusto,W,Referee Decision,Sao Paulo Open,100KG,F,2016
Admilson Gobi,W,Pts: 12x0,Floripa Open,O100KG,SF,2016
Caio Almeida,W,Submission,Floripa Open,ABS,SF,2016
Dimitrius Souza,W,Toe hold,Floripa Open,ABS,F,2016
Cassio Francis,W,Pts: 0x0, Adv,Copa Podio,105KG,RR,2016
F. Trovo,W,Toe hold,Copa Podio,105KG,RR,2016
I. Bahiense,W,Pts: 0x0, Adv,Copa Podio,105KG,RR,2016
