Opponent,W/L,Method,Competition,Weight,Stage,Year
Pablo Popovitch,L,Pts: 5x0,ADCC,77KG,SF,2005
Marcelo Garcia,L,Guillotine,PSL: X-Mission,ABS,SPF,2006
Saulo Ribeiro,L,Pts: 2x1,LA Sub-X,ABS,SPF,2006
Leandro Lo,D,N/A,World Expo,ABS,SPF,2013
AJ Agazarm,D,N/A,Polaris 3,82KG,SPF,2016
Diego Sanchez,W,Pts: 6x0,ADCC,77KG,R1,2005
Cameron Earle,W,Pts: 3x0,ADCC,77KG,1/4F,2005
Leonardo Santos,W,RNC,ADCC,77KG,3PLC,2005
Roberto Satoshi,D,---,Metamoris 5,ABS,SPF,2014
