Opponent,W/L,Method,Competition,Weight,Stage,Year
Gustavo Campos,L,Adv,World Cup,82KG,F,2005
Marcelo Garcia,L,Pts: 2x0,World Champ.,82KG,F,2006
Marcelo Garcia,L,Pts: 8x2,Brasileiro,82KG,F,2006
Marcelo Garcia,L,Choke from back,Brasileiro,ABS,SF,2006
Murilo Santana,L,Pts: 4x0,Paulista FPJJ,82KG,F,2007
Robert Drysdale,L,RNC,ADCC,ABS,SF,2007
Pablo Popovitch,L,Points,ADCC,77KG,SF,2007
Alexandre Ribeiro,L,Pts: 2x0,World Champ.,ABS,1/4F,2007
Alexandre Ribeiro,L,Referee Decision,Super Challenge,ABS,SF,2007
Tarsis Humphreys,L,Pts: 6x4,Super Challenge,ABS,3PLC,2007
Roger Gracie,L,Pts: 12x0,World Champ.,ABS,SF,2008
Braulio Estima,L,Inverted triangle,ADCC,88KG,F,2009
Alexandre Ribeiro,L,Points,ADCC,ABS,1/4F,2009
Braga Neto,L,Pts: 7x0,WJJPC Trials,ABS,F,2011
Alexandre Ribeiro,L,Pts: 4x4, Adv,SD World Trials,ABS,F,2012
Rodolfo Vieira,L,Pts: 4x2,World Pro.,ABS,F,2012
Romulo Barral,L,Referee Decision,IBJJF Pro League,94KG,F,2012
Marcus Almeida,L,Pts: 4x2,Pan American,ABS,F,2013
Tarsis Humphreys,L,Pen,World Pro,ABS,1/4F,2013
Leonardo Leite,L,Referee Decision,World Champ.,ABS,1/4F,2013
Braulio Estima,L,Pts: 6x2,World Champ.,88KG,SF,2013
Rodolfo Vieira,L,Ezekiel,World Pro.,ABS,SF,2014
Felipe Pena,L,Pts: 6x4,World Champ.,94KG,F,2014
Leandro Lo,L,Pts: 2x0,Pan American,ABS,SF,2016
Erberth Santos,L,Pts: 0x0, Adv,World Pro,ABS,1/8F,2016
Felipe Pena,L,Pts: 4x0,World Pro,94KG,SF,2016
Cassio Werneck,W,Points,Pan American,82KG,F,2005
Felipe Cranivata,W,Wristlock,Brasileiro,ABS,SF,2005
Lucio Rodrigues,W,N/A,Brasileiro,ABS,F,2005
Felipe Cranivata,W,Pts: 18x0,World Cup,82KG,1/4F,2005
Murilo Santana,W,Pts: 6x0,World Cup,82KG,1/4F,2005
Felipe Cranivata,W,Points,Copa do Brasil,O75KG,1/4F,2005
Felipe Cranivata,W,Kneebar,World Champ.,82KG,F,2005
Sergio Lourenco,W,Pts: 14x2,Pan American,82KG,R1,2006
Alexander Crispim,W,Choke from back,Pan American,82KG,1/4F,2006
Mike Fowler,W,Cross ck. f/ mount,Pan American,82KG,F,2006
Antonio Sergio,W,Pts: 2x0,World Champ.,82KG,R1,2006
Nino Schembri,W,Clock choke,World Champ.,82KG,SF,2006
Gustavo Campos,W,Pts: 11x4,World Cup,82KG,F,2006
V. Silva,W,Armbar,Brasileiro,82KG,1/4F,2006
Jorge Britto,W,Armbar,Brasileiro,82KG,SF,2006
Unknown,W,Armbar,Brasileiro,ABS,R1,2006
Eduardo Santoro,W,Points,Brasileiro,ABS,1/4F,2006
Marcio Cruz,W,Adv,Team Nationals,O88KG,F,2006
Rafael dos Anjos,W,Inside heel hook,ADCC Trials,77KG,SF,2007
Daniel Moraes,W,Pts: 16x2,ADCC Trials,77KG,F,2007
Baret Yoshida,W,Points,ADCC,ABS,R1,2007
Fabricio Werdum,W,Referee Decision,ADCC,ABS,1/4F,2007
A. Cacareco,W,Points,ADCC,ABS,3PLC,2007
Chris Bright,W,Submission,ADCC,77KG,R1,2007
Mark Bocek,W,Heel hook,ADCC,77KG,1/4F,2007
Mike Fowler,W,Points,ADCC,77KG,3PLC,2007
Mauricio Mariano,W,Choke from back,World Champ.,82KG,R1,2007
Cassio Werneck,W,Cross ck. f/ mount,World Champ.,82KG,1/4F,2007
Gustavo Campos,W,RNC,World Champ.,82KG,SF,2007
Tarsis Humphreys,W,Referee Decision,World Champ.,ABS,R1,2007
Daniel Nova,W,Armbar,World Champ.,ABS,R2,2007
Leonardo Pe̤anha,W,Armbar,Super Challenge,ABS,R1,2007
Gabriel Vella,W,Points,Super Challenge,ABS,1/4F,2007
Makoto Ikuta,W,Brabo choke,H. Kong Cup,ABS,SF,2008
Eduardo Telles,W,Arm in Ezekiel,H. Kong Cup,ABS,F,2008
Marcel Fortuna,W,Pts: 4x2,Pan American,ABS,1/8F,2008
Fernando Piero,W,Choke from back,Pan American,ABS,1/4F,2008
Luiz Theodoro,W,Cross ck. f/ mount,Pan American,ABS,SF,2008
Roberto Tozi,W,Choke from back,Pan American,ABS,F,2008
M. Carvalho,W,Choke,Pan American,88KG,1/4F,2008
Bruno Fernandes,W,Pts: 2x2, Adv,Pan American,88KG,SF,2008
Tarsis Humphreys,W,Injury,Pan American,88KG,F,2008
Igor Araujo,W,Choke from back,World Champ.,88KG,R1,2008
Rafael Correa,W,Cross ck. f/ mount,World Champ.,88KG,1/4F,2008
Marcelo Louzado,W,Pts: 5x0,World Champ.,88KG,SF,2008
Braulio Estima,W,Choke from back,World Champ.,88KG,F,2008
M. Suarez,W,Kimura,World Champ.,ABS,R1,2008
Roberto Abreu,W,Points,World Champ.,ABS,R2,2008
Rafael Lovato,W,Choke from back,World Champ.,ABS,1/4F,2008
Marco Junior,W,Triangle,ADCC Trials,88KG,R1,2009
Gabriel Kitober,W,RNC,ADCC Trials,88KG,1/4F,2009
Bruno Bastos,W,RNC,ADCC Trials,88KG,SF,2009
Rodolfo V.,W,Pts: 3x0,ADCC Trials,88KG,F,2009
Kassim Anan,W,Pts: 12x2,ADCC,88KG,R1,2009
