Opponent,W/L,Method,Competition,Weight,Stage,Year
Renan Sancar,L,Points,Rio Summer Open,76KG,1/4F,2016
Cassio Francis,L,Toe hold,Rio Summer Open,ABS,1/4F,2016
Gabriel Arges,L,Pts: 3x2,World Pro,77KG,SF,2016
Yago Souza,L,Pts: 2x2, Adv,World Champ.,82KG,1/4F,2016
Jair Neto,W,Pts: 4x2,Floripa Open,82KG,1/4F,2015
Caio Sousa,W,Choke from back,Floripa Open,82KG,SF,2015
Felipe Cesar,W,Pts: 4x4, Adv,Floripa Open,82KG,F,2015
Matheus Costa,W,Triangle,Floripa NoGi Open,79KG,1/4F,2015
Elfrankli Souza,W,Pts: 4x0,Floripa NoGi Open,79KG,SF,2015
Josimar Cardoso,W,Armbar,Floripa NoGi Open,79KG,F,2015
Bruno Martins,W,Pts: 2x2, Adv,World Pro,77KG,R1,2016
Marcos Costa,W,Pts: 0x0, Adv,World Pro,77KG,1/8F,2016
Edwin Najmi,W,Pts: 2x2, Adv,World Pro,77KG,1/4F,2016
AJ Agazarm,W,Pts: 4x4, Adv,World Pro,77KG,3RD,2016
Kaiṇa Bertoni,W,Loop choke,Brasileiro,82KG,R1,2016
Elfrankli Souza,W,Footlock,Brasileiro,82KG,1/8F,2016
Matheus Costa,W,Armbar,Brasileiro,82KG,1/4F,2016
William Dias,W,DQ,Brasileiro,82KG,SF,2016
Luan Carvalho,W,Loop choke,Brasileiro,82KG,F,2016
Vinicius Agudo,W,Choke from back,World Champ.,82KG,R2,2016
Vitor Oliveira,W,Referee Decision,World Champ.,82KG,1/8F,2016
Caio Almeida,W,Leglock,Gramado NoGi,79KG,F,2016
