Opponent,W/L,Method,Competition,Weight,Stage,Year
Rodrigo Miranda,L,Points,LINJJI,76KG,F,1984
Rickson Gracie,L,Armbar,LINJJI,ABS,F,1984
Rodrigo Miranda,L,Points,Copa Company,82KG,F,1985
ZÃ© ParaÃ­ba,W,N/A,LINJJI,76KG,1/4F,1984
Sylvio Behring,W,Armbar,LINJJI,76KG,SF,1984
Rillion Gracie,W,Points,LINJJI,ABS,SF,1984
Gerson Mosquito,W,Points,Copa Company,82KG,SF,1985
Rodrigo Miranda,W,Points,Copa do LINJI,82KG,F,1985
