Opponent,W/L,Method,Competition,Weight,Stage,Year
Clark Gracie;L;Footlock;World Champ.;82KG;1/4F;2011
Victor Estima;L;Estima lock;No Gi Worlds;82KG;1/4F;2011
Murilo Santana;L;Armbar;Brasileiro;76KG;F;2012
Kron Gracie;L;Pts: 4x4, Adv;World Champ.;82KG;1/8F;2012
DJ Jackson;L;Adv;Pan American;82KG;R2;2013
Lucas Lepri;L;Pts: 2x0;World Champ.;76KG;R1;2014
Vinicius Marinho;L;Pts: 2x2, Adv;Rio BJJ Pro;82KG;F;2014
Michael Langhi;L;Referee Decision;European;76KG;F;2015
AJ Agazarm;L;Pts: 2x0;Pan American;76KG;SF;2015
Lucas Lepri;L;Choke from back;World Pro;75KG;F;2015
Lucas Lepri;L;Pts: 4x0;World Champ.;76KG;SF;2015
Davi Ramos;L;Pts: 3x0;ADCC;77KG;1/4F;2015
Caio Almeida;L;Points;Brazil Nat. Pro;77KG;R1;2015
Paulo Miyao;L;Pts: 4x2;Brazil Nat. Pro;U77KG;F;2015
Lucas Valle;L;Pts: 2x2, Adv;Desafio UK;82KG;RR;2015
Felipe Cesar;L;Pts: 4x2;Desafio UK;82KG;F;2015
Anderson Lira;L;Pts: 5x2;SP National Pro;77KG;1/4F;2015
Mansher Khera;L;Pts: 4x0;NoGi Worlds;76KG;1/4F;2015
Francisco Iturralde;L;Pts: 2x2, Adv;Pan American;76KG;SF;2016
Felipe Cesar;L;Pts: 2x0;World Pro;77KG;R1;2016
Edwin Najmi;L;Darce choke;World Champ.;76KG;SF;2016
Bruno Alves;W;Points;World Champ.;82KG;RDS;2011
Davi Ramos;W;Pts: 2x2, Adv;Brasileiro;76KG;1/4F;2012
Gustavo Junqueira;W;Bow and arrow;Brasileiro;76KG;SF;2012
Brent Primus;W;N/A;Pan American;82KG;R1;2013
Jaime Canuto;W;Points;Rio BJJ Pro;82KG;SF;2014
Fabio Caloi;W;Armbar;King of Fights;76KG;SPF;2014
Sebastian Calloud;W;Armbar;European;76KG;R2;2015
Oliver Geddes;W;Pts: 9x0;European;76KG;1/4F;2015
Rafael Pereira;W;Armbar;European;76KG;SF;2015
Matheus Aleṃo;W;Pts: 0x0, Adv;Gramado Trials;75KG;R1;2015
Theodoro Canal;W;Pts: 7x0;Gramado Trials;75KG;1/4F;2015
Caio Almeida;W;Pts: 4x0;Gramado Trials;75KG;F;2015
Victor Matos;W;Pts: 7x0;Pan American;76KG;R2;2015
Sergio Benini;W;Bow and arrow;Pan American;76KG;1/4F;2015
Renan Cineaou;W;Armbar;ADCC SP;77KG;R1;2015
Diego Henrique;W;Kneebar;ADCC SP;77KG;R2;2015
Thiago Gaia;W;Armbar;ADCC SP;77KG;1/4F;2015
Diego Henrique;W;Points;ADCC SP;77KG;SF;2015
Claudio Mattos;W;Pts: 0x0, Pen;ADCC SP;77KG;F;2015
Shane Kohei;W;Choke;World Pro;75KG;R1;2015
Italo Lins;W;Points;World Pro;75KG;1/4F;2015
Mario Reis;W;Pts: 3x0;World Pro;75KG;SF;2015
Andris Brunovskis;W;Choke from back;World Champ.;76KG;1/8F;2015
Michael Liera;W;Pts: 2x2, Adv;World Champ.;76KG;1/4F;2015
Enrico Cocco;W;Pts: 8x0;ADCC;77KG;R1;2015
Wellington Luis;W;Pts: 0x0, Adv;Brazil Nat. Pro;U77KG;SF;2015
Felipe Cesar;W;Pts: 5x2;Desafio UK;82KG;RR;2015
Claudio Mattos;W;Pts: 2x2, Adv;Desafio UK;82KG;RR;2015
Luciano Bernert;W;Pts: 22x0;Desafio UK;82KG;RR;2015
Hermes Fran̤a;W;Armbar;Desafio UK;82KG;RR;2015
Rodrigo Almeida;W;Armbar;SP National Pro;77KG;R1;2015
Wellington Luis;W;Pts: 4x2;SP National Pro;ABS;1/4F;2015
Felipe Cesar;W;Pts: 2x2, Adv;SP National Pro;ABS;F;2015
Ross Nicholls;W;Pts: 6x2;NoGi Worlds;76KG;1/8F;2015
Christian Lopez;W;Armbar;Pan American;76KG;1/8F;2016
Andris Brunovskis;W;Pts: 4x4, Adv;Pan American;76KG;1/4F;2016
Diego Vivaldo;W;N/A;World Champ.;76KG;R1;2016
Rafael Babosa;W;Pts: 4x4, Adv;World Champ.;76KG;R2;2016
Michael Langhi;W;Referee Decision;World Champ.;76KG;1/4F;2016
Diego Vivaldo;W;Pts: 10x0;SP BJJ Pro;82KG;1/4F;2016
Caio Almeida;W;Pts: 11x2;SP BJJ Pro;82KG;SF;2016
Stefano Correa;W;Referee Decision;SP BJJ Pro;82KG;F;2016
Unknown;W;Points;One Challenge;75KG;1/4F;2016
Rodrigo Caporal;W;Points;One Challenge;75KG;SF;2016
Bruno Barbosa;W;Points;One Challenge;75KG;F;2016
Marco Queiroz;W;Choke from back;Sao Paulo Open;76KG;R1;2016
Djalma Junior;W;Pts: 5x0;Sao Paulo Open;76KG;1/4F;2016
F. Nascimento;W;Armbar;Sao Paulo Open;76KG;SF;2016
Julio Anjos;W;Referee Decision;Sao Paulo Open;76KG;F;2016
