Opponent,W/L,Method,Competition,Weight,Stage,Year
Guilherme Augusto,L,Adv,Brasileiro,94KG,F,2016
Luis Schaerer,W,Armbar,Argentina Nat. Pro,94KG,1/4F,2016
Fabricio David,W,Loop choke,Argentina Nat. Pro,94KG,SF,2016
Giovanne Guedes,W,Pts: 4x2,Argentina Nat. Pro,94KG,F,2016
Emanuel Santos,W,Ezekiel,Brasileiro,94KG,R1,2016
Felipe Cranivata,W,Wristlock,Brasileiro,94KG,1/4F,2016
Dimitrius Souza,W,Referee Decision,Brasileiro,94KG,SF,2016
Luis Shaerer,W,Armbar,Copa Podio,ABS,SPF,2016
